,Unnamed: 0,composition,mp-id,target
892,892,BaTa2O6,mp-676339.cif,21.774193548387096
893,893,BaMg2V2O8,mp-19084.cif,12.0
899,899,LiCa2Mg2V3O12,,10.2
900,900,NaSr2Mg2V3O12,,11.7
901,901,BaPrCoO,,1050.0
903,903,Bi2TeO5,mp-23334.cif,52.0
904,904,V0.9Cu0.1Bi2O5.35,,30.0
905,905,Sr6Nb9030Cr,,205.0
906,906,ZrTiO4,mp-753891.cif,30.25
907,907,LiAlGe,mp-5920.cif,12.68
912,912,MgZrTa2O8,,27.543333333333333
913,913,TlGaSe2,mp-17254.cif,79.75
914,914,BPCF,,2.3
916,916,B2Cl,,3.29
917,917,P3O,,2.76
919,919,FeCuO2,mp-505110.cif,20.0
920,920,Cs2HgCl4,mp-1203522.cif,5.326
921,921,Y2SO2,mp-12894.cif,5.3
922,922,AlCrB,,82.1985
923,923,Pr2Si2O7,mp-3160.cif,17.0
926,926,Ba2ZnWO6,mp-548615.cif,27.33714285714285
928,928,Ba5NdNb9ZnO30,,282.0
930,930,Ti0.5Si0.5O2,,23.0
931,931,Ca5TiNb4O17,,43.1
933,933,SrClF,mp-22957.cif,50.0
935,935,Ce0.5Fe0.5Bi0.5Pb0.5O3,,22.0
937,937,Sn2S3,656782.cif,2.96
938,938,Ba0.75Y0.17Nb2O6,,180.0
939,939,Ba3Ta4TiO15,mp-1228225.cif,85.0
941,941,SrNdGaO4,mp-1218095.cif,21.0
943,943,H9C5,,9.71
945,945,Sr1V0.2Bi2N1.8O9,,779.0
946,946,FeCuS,,104.0
947,947,La2SO2,mp-4511.cif,4.67
948,948,Sm2Ti2O7,mp-3335.cif,118.5
949,949,BaTiReO3,,70.0
951,951,Li2.081Ti0.676Nb0.243O3,,66.5
952,952,SnSe2,mp-665.cif,7.923333333333333
955,955,ZrNb2NiO8,,17.708333333333332
957,957,Mg1.9Cu0.1Si1O4,,7.6
959,959,Sr0.5Sm1.5Ni1O4,,105.0
960,960,Sr3Ta4Ti4O21,mp-1218665.cif,146.0
962,962,Ba5Nd1Nb8.5Ni1.5O30,,260.0
963,963,CaAl2(SiO4)2,mp-758658.cif,5.0
967,967,Ca5La4TiO17,,55.2
968,968,Ca5Ta4TiO17,,42.5
972,972,Ba1Mg1.6V2Co0.4O8,,12.28
973,973,VBF,,3.8
977,977,LiZnMoO6,,11.1
978,978,Zn2SnO4,mp-1103830.cif,9.513333333333334
983,983,Li0.3Cr0.1Ni0.6O1,,4.76
984,984,BPHI,,18.0
988,988,TiCdO3,62150.cif,4192.0
989,989,NdNbO4,mp-3901.cif,21.458
991,991,H8C4O,,7.505
992,992,La0.1Zr0.9O1.95,,100.0
993,993,Ti4Bi2O11,mp-28962.cif,51.175
994,994,Mg2B2O5,mp-18256.cif,7.2
995,995,Li2ZnSiO4,mp-17288.cif,5.8
997,997,Sm2Si2O7,mp-18391.cif,9.945
998,998,Sm2SiO5,mp-1208880.cif,8.44
999,999,Nd4(SiO4)3,,9.94
1000,1000,Nd2SiO5,mp-560132.cif,7.94
1001,1001,Ba2Ca0.1Mg0.9W1O6,,20.8
1003,1003,Ag8SnS6,mp-15645.cif,4.15
1004,1004,TbMnO3,mp-22055.cif,600.0
1005,1005,VB4910H,,4.7
1006,1006,CaLa4Ti4O15,,43.66666666666666
1007,1007,Ca2La4Ti5O18,mp-1227811.cif,49.0
1010,1010,CoPt,mp-1225998.cif,313.0
1011,1011,Ti,mp-1245006.cif,4.85
1013,1013,Ca0.05Sm0.05Fe1Bi0.9O3,,420.0
1014,1014,Sr1Nb1.8V0.2Bi2O9,,779.0
1016,1016,Ba2Pr0.4Nd0.6Cu3O7,,10.0
1017,1017,LiBiO,,3.0
1018,1018,MnSe,mp-10204.cif,5.9
1019,1019,TbFeO3,mp-19853.cif,21.0
1021,1021,Al0.3Ga0.7As1,,12.53
1022,1022,AgSbO3,mp-540872.cif,17.5
1024,1024,Sr2Nb3O10,,240.0
1027,1027,SrTi3,,220.0
1029,1029,Ba2NaNb5O15,mp-1199624.cif,212.3333333333333
1030,1030,HfAlNO,,18.0
1031,1031,Mg0.5Zr1Nb2Zn0.5O8,,27.06
1032,1032,BaMgF4,mp-14568.cif,8.4
1036,1036,Li3Al(BO3)2,mp-554344.cif,4.5
1037,1037,Li3AlBO6,,4.8
1038,1038,Ca0.1La1Mg0.4Sn0.5O3,,20.2
1040,1040,CaZnP2O7,,7.56
1041,1041,B5N3,,70.0
1043,1043,KBN2,,716.0
1048,1048,Li2Mg3SnO6,,10.245
1050,1050,Ba4LaNb3SnO15,,40.5
1052,1052,Pr2TiZnO6,,27.0
1053,1053,Gd2TiZnO6,mp-1105276.cif,22.0
1054,1054,Nd2TiZnO6,,30.35
1055,1055,Ta2ZnO6,mvc-1666.cif,34.38
1057,1057,Li0.05Ti0.02Ni0.93O1,,103.66666666666669
1059,1059,HO2F,,90.0
1060,1060,LiIO3,mp-1180548.cif,3.335
1062,1062,BCNOF,,1050.0
1064,1064,Sr2NdTa3Ti2O15,,221.66666666666663
1066,1066,CsMgCl3,mp-23004.cif,1.586
1068,1068,KCa2Nb3O10,mp-557195.cif,46.0
1070,1070,NbO6,,104.0
1071,1071,Mg0.1Zn0.9O1,,3.2
1073,1073,PWF,,4925.0
1074,1074,HCCl3,,6.949999999999999
1078,1078,Ca2V2O7,mp-27614.cif,11.716666666666669
1079,1079,Sr0.7La0.3Ti0.7Al0.3O3,,43.3
1080,1080,LaCoO3,mp-1273989.cif,154.34
1081,1081,Ti0.05Zn2Sn0.95O4,,10.2
1082,1082,Ca1.15Sm0.85Ti0.15Al0.85O4,,20.0
1083,1083,Ba0.9Nd0.06Zr0.1Ti0.9O3,,11.65
1084,1084,La0.0038Nd0.0062Nb1Bi0.99O4,,43.57
1086,1086,BaTiSiO5,,17.35
1089,1089,Mg1Nb1.5Bi1.5O7,,125.0
1090,1090,BIF,,22.45
1093,1093,Ge3BiO12,,16.0
1094,1094,Rb2Ti2O5,,109.0
1099,1099,SrAl2O4,mp-1218520.cif,10.0
1100,1100,Fe(HO)3,,1.9
1103,1103,Ga4Se3S,,13.93
1104,1104,Ba0.2Sr0.8Ti1O3,,880.0
1106,1106,Ca0.2Sm0.4Mg0.2Ti1O3,,55.0
1109,1109,NbBi3O7,mp-35185.cif,95.5
1111,1111,Li2Mg0.96Ti3Zn0.04O8,,28.7
1113,1113,Mg2Ti0.95Sn0.05O4,,16.67
1115,1115,Sr5Zn(PbO4)3,mp-1218569.cif,22.0
1119,1119,LiYF4,mp-3941.cif,2.03
1120,1120,CCl2,mp-1214217.cif,3.1566666666666663
1121,1121,BaLa2ZnO5,mp-6793.cif,20.3
1124,1124,BaEu2Ti4O12,,76.0
1125,1125,Ta0.1Nb0.9Bi1O4,,44.35
1129,1129,GaAsO4,mp-1102977.cif,8.5
1130,1130,As2O3,mp-1194715.cif,5.0
1133,1133,BaNb2O6,mp-555050.cif,32.666666666666664
1134,1134,Ba0.5Nb2Pb0.5O6,,168.0
1135,1135,Ba5LaTa7Ti3O30,,144.13333333333335
1136,1136,Ba3La3Ta5Ti5O30,,130.76666666666665
1138,1138,GdTiNbO6,,20.0
1139,1139,Gd1Ta0.75Ti1Nb0.25O6,,30.5
1141,1141,Ba1Sm2Co0.01Cu0.99O5,,16.8
1142,1142,LiNiPO4,mp-757944.cif,7.18
1143,1143,LiMgPO4,mp-9625.cif,6.6
1144,1144,LiMnPO4,mp-867634.cif,8.1
1146,1146,VBO4,mp-756186.cif,13.25
1152,1152,Li2Mg4ZrO7,,12.65
1154,1154,Na0.5Bi0.5Mo1O4,,34.4
1155,1155,Ba3Nb1.992Zn1Mo0.008O9.004,,38.9
1156,1156,La2Zr3(MoO4)9,,10.8
1157,1157,MoPbO4,mp-22169.cif,26.7
1161,1161,Ca0.05Zr0.53Ti0.47Pb0.95O3,,973.0
1162,1162,ZnF2,mp-1873.cif,8.0
1164,1164,CdCu2GeSe4,619750.cif,14.32
1165,1165,La1Mg0.4Ni0.1Sn0.5O3,,20.19
1166,1166,La1Mg0.35Ni0.15Sn0.5O3,,20.24
1167,1167,BC5,mp-1077743.cif,68.5
1168,1168,Ti3N2,mp-1187591.cif,72.1
1172,1172,Ba8Ta6ZnO24,,29.0
1174,1174,Ti2Bi2O7,mp-1200889.cif,118.0
1175,1175,TiO4,,150.0
1177,1177,Ca0.55Nd0.3Ti1O3,,100.0
1178,1178,Mg1Zr0.85Nb2Sn0.15O8,,24.91
1180,1180,Ba5Si8O21,mp-669333.cif,7.3
1182,1182,Ce0.75Zr0.25O2,,112.0
1183,1183,Ce0.5Zr0.5O2,,52.0
1184,1184,MnBiO3,mp-1106239.cif,1400.0
1186,1186,Ba1Sm0.1Al1B1Pb1F1,,4.48
1187,1187,Ba1Sm0.5Al1B1Pb1F1,,4.51
1188,1188,BaSmAlBPbF,,4.56
1189,1189,Ba1Sm1.5Al1B1Pb1F1,,4.58
1191,1191,Ba1Sm2.5Al1B1Pb1F1,,4.63
1194,1194,NdEu10,,3.2616
1196,1196,NdEu20,,3.258
1197,1197,NdEu40,,3.2508
1198,1198,Li3BO3,mp-27275.cif,5.0
1199,1199,VBO,,67.31
1200,1200,V15B,,44.79
1201,1201,V30B,,37.59
1202,1202,V45B,,33.99
1203,1203,V60B,,31.69
1204,1204,ZnCoSnO4,,11.3
1205,1205,TiZnCoO4,,15.325
1207,1207,Yb10BP,,2.34
1209,1209,Yb20BP,,2.39
1211,1211,Ba2V2O7,mp-19474.cif,10.375
1212,1212,Sr2V2O7,mp-19660.cif,10.042857142857144
1213,1213,Ba16V18O61,,9.7
1214,1214,Sr16V18O61,,9.8
1217,1217,Ba5V4O15,,11.4
1219,1219,Mn0.5Zn0.5Fe2O4,,7.57
1222,1222,ZnSO4,mp-5126.cif,2.65
1225,1225,TiNi,mp-571.cif,25.5
1226,1226,Li2.08Mg3Sn1O6,,12.7
1227,1227,MgAl2P(SO2)2,,8.4
1228,1228,CO,mp-556660.cif,89.78
1231,1231,Ti0.4Fe0.2Ni0.4Bi1O3,,327.39
1232,1232,ZnO50,,159.33333333333334
1233,1233,ZnO65,,102.33333333333331
1234,1234,ZnO89,,93.0
1237,1237,Ti0.5Nb1Zn0.5O4,,37.4
1239,1239,Mg0.5Al2Zn0.4Cr0.1O4,,427.0
1241,1241,Mg0.5Al2Zn0.2Cr0.3O4,,115.0
1242,1242,Mg0.5Al2Zn0.1Cr0.4O4,,126.0
1243,1243,Mg0.5Al2Cr0.5O4,,169.0
1247,1247,CeV,,5.64
1248,1248,NdV,,5.8
1249,1249,CeNdV,,6.345
1250,1250,Mn(FeO2)2,mp-1274757.cif,5.12
1252,1252,CdSe2,620416.cif,3.5
1256,1256,La0.8Eu0.06Cr0.14Fe1O3,,10.3214
1258,1258,La0.6Eu0.12Cr0.28Fe1O3,,14.3204
1260,1260,H4CN,,15.46
1264,1264,SrWO4,mp-19163.cif,8.1
1267,1267,CoWO4,mp-19092.cif,10.3
1268,1268,NiWO4,mp-21179.cif,13.3
1273,1273,Sr1Zr0.1Nb1.92Bi2O9,,1872.0
1280,1280,Zr(SiO3)2,,20.27
1282,1282,O2,mp-12957.cif,50.0
1283,1283,Zn0.9Cd0.1O1,,7.93
1284,1284,Zn0.8Cd0.2O1,,9.06
1285,1285,Zn0.7Cd0.3O1,,10.9
1289,1289,Mn0.15Cd0.85Te1,,9.877
1290,1290,Mn0.2Cd0.8Te1,,9.944
1291,1291,MnTe,mp-1079443.cif,11.014
1294,1294,Zn0.7Cd0.3S1,,3.94
1295,1295,Zn0.6Cd0.4S1,,3.925
1296,1296,Zn0.4Cd0.6S1,,3.21
1300,1300,ErBN5,,2.611
1301,1301,ErBN4,,2.641
1302,1302,ErBN3,,2.683
1303,1303,K7AlB,,1371.0
1304,1304,K7AgB,,640.0
1307,1307,MgSO4,mp-7572.cif,41.0
1308,1308,BaFe12O19,mp-554293.cif,11.985
1309,1309,Ba1Al0.5Fe11.5O19,,15.541
1312,1312,Ba1Al3.5Fe8.5O19,,41.339
1314,1314,La(CoSb3)4,,28.59
1317,1317,TlFe(CoSb4)3,,38.57
1318,1318,NbN,mp-1009471.cif,20.0
1319,1319,H6C5O,,24.85
1321,1321,K0.5Li0.5Nb1O3,,6.49
1322,1322,Rb0.5Li0.5Nb1O3,,7.64
1327,1327,Al0.45Ga0.55As1,,7.09
1329,1329,TaN,mp-570454.cif,39.3
1330,1330,La2Ge2O7,202606.cif,1.14
1331,1331,La2Zr2O7,184100.cif,1.2433333333333334
1332,1332,Bi2SeO2,mp-552265.cif,1.1
1333,1333,LiBr,mp-23259.cif,3.18
1335,1335,CaSe,619571.cif,5.16
1336,1336,CaTe,60202.cif,6.14
1337,1337,SrSe,mp-2758.cif,5.05
1340,1340,BaSe,mp-1253.cif,4.85
1342,1342,BeSe,mp-1541.cif,4.8
1343,1343,BeTe,mp-1183441.cif,5.99
1344,1344,NaI,mp-1064979.cif,6.6
1345,1345,CsF,mp-8455.cif,6.0
1351,1351,PC115,,11.02
1352,1352,TmB12,mp-1104905.cif,95.9
1353,1353,Zr11Al2Cu6Ni,,5.02
1355,1355,H6C2O,,25.2
1357,1357,H13C6,,2.0
1359,1359,HfSiNO,,10.5
1360,1360,H5C6OF9,,7.4
1362,1362,Ba2ScTaO6,mp-1205823.cif,34.0
1363,1363,InGe4Se45,,5.28
1366,1366,GeTe14Se5,,4.75
1367,1367,SrVO3,mp-18717.cif,4.65
1369,1369,BPC16,,2.53
1370,1370,H9C4,,1.95
1371,1371,NO3,mp-1204579.cif,2.4
1372,1372,KTaO3,mp-3614.cif,242.0
1373,1373,LiGaO2,mp-1222306.cif,7.2
1374,1374,PHI,,6.516666666666666
1376,1376,Y2PHIO3,,6.2
1377,1377,Ba0.5Sr0.5Nb2O9,,170.0
1379,1379,Ti0.075Nb0.637Zn0.287Pb0.936O2.968,,1840.0
1381,1381,Ti0.084Nb0.634Zn0.281Pb0.944O2.98,,1540.0
1383,1383,CuCl2,mp-1238872.cif,9.8
1384,1384,Ca5Ta0.5Ti1Nb1.5O12,,46.0
1385,1385,Ca5TaTiNbO12,,43.0
1387,1387,H7(C3O)2,,7.56
1389,1389,BaZrO,,35.7
1390,1390,Ba0.95Ca0.05Zr1O3,,42.0
1391,1391,Ba0.9Ca0.1Zr1O3,,53.0
1393,1393,SiN10,,6.95
1396,1396,SiN40,,7.16
1399,1399,SiC2,mp-1019097.cif,9.82
1400,1400,Ba3Ta1.9Nb0.1Zn1O9,,22.42
1402,1402,Ba3Ta1.5Nb0.5Zn1O9,,25.57
1403,1403,Ba3Ta1.25Nb0.75Zn1O9,,26.51
1404,1404,Ba3TaNbZnO9,,26.45
1405,1405,Ba3Mg1Ta1.9Nb0.1O9,,12.44
1407,1407,Ba3Mg1Ta1.5Nb0.5O9,,13.94
1408,1408,Ba3Mg1Ta1.25Nb0.75O9,,11.78
1409,1409,Ba3MgTaNbO9,mp-1228058.cif,13.94
1410,1410,NO2,mp-2789.cif,3.9
1411,1411,LaCS,,110.0
1412,1412,BaC,mp-997616.cif,32.0
1413,1413,SrC,mp-1208639.cif,35.0
1414,1414,NaAl(SiO3)2,mp-6124.cif,5.8
1415,1415,Li0.994Nb0.0013,,24.05
1416,1416,Li0.951Nb0.0098,,23.447
1418,1418,Li0.904Nb0.0192,,22.88
1419,1419,Li0.9834Nb0.0033,,23.779
1420,1420,Li0.9671Nb0.0066,,23.584
1423,1423,Li0.9478Nb0.0104,,23.327
1424,1424,Li0.9351Nb0.013,,23.191
1425,1425,Li0.9194Nb0.0164,,23.009
1426,1426,ZrNb1136057,,27.0
1427,1427,ZrNb1240013,,27.0
1428,1428,AcO,mp-1183172.cif,33.25
1430,1430,K0.2Na0.8Nb1O3,,123.19
1432,1432,C(ClF)2,mp-22966.cif,2900.0
1433,1433,MgB2,mp-763.cif,38.0
1434,1434,PI2610,,2.9
1436,1436,YZrO2,,25.0
1438,1438,Ba0.65Sr0.35Ti1O3,,400.0
1439,1439,Ba0.55Sr0.45Ti1O3,,320.0
1442,1442,Al2O3.4Ar0.08,,8.5
1443,1443,Ge1O2.02Ar0.01,,6.4
1445,1445,In0.5Ga0.5Cu1Se2,,8.8
1446,1446,Ba2NdTa3Ti2O15,,138.0
1447,1447,Ba3Nd3Ta5Ti5O30,,117.0
1448,1448,Ba5NdTa7Ti3O15,,166.5
1449,1449,B2.1S0.92N1,,170.0
1451,1451,H5C7F3,,9.03
1453,1453,Ba2Na4.5Nd0.5Nb10O30,,269.0
1454,1454,Na4.6Nd0.6Nb10O30,,310.0
1455,1455,MnNb2O6,mp-22100.cif,22.4
1456,1456,BaTiAl2O6,,15.353333333333332
1457,1457,CaTi4Cu3SiO14,,13.8
1458,1458,K1Ta0.5Nb0.5Ag1O3,,23.0
1459,1459,SiBi2S3O2,,25.5
1460,1460,Al2Bi2(TeO)3,,140.0
1464,1464,K0.09Na0.41Ti1Bi0.5O3,,161.0
1465,1465,Zr0.3Ti0.7Pb1O3,,300.0
1466,1466,LaTaN2O,mp-550514.cif,80.0
1467,1467,YTaN2O,,59.0
1468,1468,LaTiNO2,mp-1222753.cif,75.0
1469,1469,YTiNO2,,47.0
1470,1470,Hf0.67Si0.33O2,,12.2
1471,1471,Ta2O3,mp-1079159.cif,24.0
1472,1472,Sr0.55Ce0.3Ti1O3,,131.0
1473,1473,Sr0.4Ce0.4Ti1O3,,113.0
1475,1475,BiSeI,mp-23020.cif,35.8
1476,1476,CaNdGa3O7,mp-1227170.cif,12.8
1480,1480,I2N,,4.1
1481,1481,I3N,mp-1190039.cif,6.575
1482,1482,U8S,,2.6
1483,1483,SnSe,50557.cif,2.59
1485,1485,ZrBiIr,,40.3725
1487,1487,Mn2O3,mp-510604.cif,1.5
1488,1488,Zn0.5Fe2Ni0.5O4,,104.0
1489,1489,Ba1Ti0.5Mn0.5O3,,45.0
1491,1491,La0.25Al0.25Fe1.5Ni1O4,,2.49
1492,1492,K0.3Na1.7Ti3O7,,900.0
1496,1496,Zr10Zn,,5279.0
1497,1497,KH550,,11.1
1498,1498,KH560,,10.5
1500,1500,Sr1Ti0.11Nb0.89O3.44,,56.0
1501,1501,La1Mg0.06Ti0.94O3.44,,51.0
1502,1502,La1Mg0.1Ti0.9O3.4,,34.0
1503,1503,H4C4O3,,37.5
1504,1504,H5C4NO2,,37.5
1506,1506,H3C4NO2,,37.5
1507,1507,Sr1Ti0.33Nb0.67O3.33,,77.0
1508,1508,Sr1Ti0.43Nb0.57O3.29,,61.0
1510,1510,Ba2La4Ti5O18,mp-1228650.cif,46.0
1512,1512,ZrAlO,,8.3
1513,1513,Sm2MnNiO6,mp-555010.cif,1000.0
1514,1514,Ca1Zr0.05Ti3.95Cu3O12,,16.0
1515,1515,Cd4P2Cl3,mp-29746.cif,5.92
1516,1516,LiNO3,mp-1094130.cif,34.5
1517,1517,Ca3SbN,mp-31157.cif,7.8
1520,1520,Ge3Bi2O9,mp-29218.cif,9.7
1521,1521,Ba2BiSbO6,mp-23091.cif,23.62
1522,1522,CdP2,620214.cif,200.0
1523,1523,La0.9Fe1Co0.1O3,,80.0
1524,1524,La1Mn0.5Fe0.5O3,,4300.0
1525,1525,NdN,mp-1009237.cif,22.0
1527,1527,Al5CuSe8,mp-37405.cif,4.77
1528,1528,AlCuSe2,607098.cif,5.02
1530,1530,GeC,182363.cif,7.682
1531,1531,Cs4PbBr6,mp-23436.cif,3.5
1532,1532,UCo2,mp-1383.cif,16.0
1534,1534,BaNb2Bi2O9,mp-555867.cif,545.0
1537,1537,SrNbNO2,mp-1218149.cif,5000.0
1538,1538,BP2,,305.0
1540,1540,Na5Gd(MoO4)4,mp-556070.cif,4.258
1542,1542,SOF,,45.0
1545,1545,BP180,,3.2
1546,1546,SiBCN,,7.105
1548,1548,PO2,mp-1238819.cif,95.0
1549,1549,Ga16N15,,5.24
1550,1550,CoO2,mp-1283043.cif,14.0
1552,1552,CuB,,80.0
1553,1553,CrS2,mvc-13555.cif,5.95
1555,1555,CaVO3,mvc-13158.cif,2000.0
1557,1557,Ge2Sb2Te5,mp-1224407.cif,38.0
1561,1561,KBrO3,mp-22958.cif,7.0
1562,1562,Nd2CuO4,mp-21376.cif,920.0
1563,1563,AlNO,,13.0
1564,1564,ZrO,mp-10197.cif,30.0
1565,1565,Ag2GePbS4,180802.cif,12.654
1566,1566,Ag2SnHgSe4,95094.cif,11.6081
1568,1568,NaSbF4,mp-29269.cif,100.0
1569,1569,TmV4,,11.3
1570,1570,Zn2TeSe,mp-1215513.cif,38.245
1572,1572,LaCu2,mp-2051.cif,209.0
1576,1576,CoC2(SN)2,,36.0
1577,1577,VOs,mp-12778.cif,4.1
1580,1580,TaS3,mp-1094038.cif,108.0
1583,1583,SmB,,1500.0
1584,1584,TiSiO4,mvc-4059.cif,17.75
1585,1585,SnTe,SnTe_mp-1883.cif,103.0
1587,1587,PoPb,,189.0
1589,1589,Rb2ZnC14,,3.11
1590,1590,Rb2ZnCI4,,13.0
1591,1591,Rb2ZnBr4,mp-1200099.cif,434.0
1594,1594,Sc2AlSi2,mp-10676.cif,13.0
1595,1595,CsZn2B3O7,mp-1195000.cif,1.5
1596,1596,CdMoO4,mp-19039.cif,8.0
1601,1601,SrRh2,mp-1328.cif,211.12
1603,1603,POF,,214.0
1604,1604,KNO3,mp-5158.cif,1.7
1605,1605,Cr(AgO2)2,mp-542882.cif,9.38
1606,1606,YB,,11.0
1607,1607,Mn0.02Cd1S0.08,,5.47
1608,1608,Mn0.04Cd1S0.06,,5.59
1611,1611,Mn0.1Cd1S0.9,,6.91
1612,1612,Ba2YTaO6,mp-12385.cif,3.66
1614,1614,Ba2PrTaO6,mp-1205670.cif,3.2
1617,1617,FeH6(C5F2)2,,3.4166666666666665
1619,1619,FeH2(C5F4)2,,3.5033333333333334
1621,1621,Li2Te,mp-2530.cif,4.55
1622,1622,Na2Te,mp-2784.cif,3.94
1624,1624,Rb2Te,mp-568745.cif,3.51
1625,1625,PrO2,mp-1101864.cif,17.5
1627,1627,Li2Zr0.21Ti2.79Zn1O8,,25.4
1628,1628,Li2Mg0.06Ti3Zn0.94O8,,26.1
1630,1630,Li2Ti3Zn0.94Co0.06O8,,26.2
1631,1631,Li2Ca0.05Ti3Zn0.95O8,,27.0
1632,1632,Li2Ti3.04Zn1O8.12,,25.8
1634,1634,S103F,,1.361
1637,1637,S110F,,1.429
1638,1638,S111F,,1.242
1640,1640,MoPb2O5,mp-21138.cif,19.1
1641,1641,Li2Ni2(MoO4)3,mp-1211383.cif,9.2
1642,1642,Zr0.95Ti0.05Pb1O3,,310.0
1643,1643,FeTe2,mp-1224800.cif,1.1
1645,1645,S225N,,39.61
1646,1646,TaSN8,,5.9
1647,1647,FeNi,mp-1224965.cif,10.0
1649,1649,BaZn2(PO4)2,mp-6089.cif,6.8135
1650,1650,BaNaPO4,mp-1214476.cif,8.850999999999999
1651,1651,Sr2P2O7,mp-5616.cif,7.05
1652,1652,SrZnP2O7,mp-558616.cif,7.31
1653,1653,LaPO4,mp-8133.cif,13.6
1655,1655,Ti3H10O11,,78.39
1656,1656,Zn3Mo2O9,mp-29461.cif,8.7
1658,1658,NaMgF3,mp-12948.cif,1.715
1659,1659,NaZnF3,mp-3795.cif,2.01
1662,1662,Al0.1Sn0.9O2,,3.2402
1663,1663,Al0.15Sn0.85O2,,4.3
1664,1664,Ba0.65Sr0.35V2O6,,11.2
1666,1666,Ba0.5Sr0.5V2O6,,11.5
1670,1670,In0.49Ga0.51P1,,11.8
1673,1673,In0.562B0.437As1,,11.356
1674,1674,AlCrO,,0.149
1675,1675,Cr1.45Ga0.55O3,,0.0833333333333333
1677,1677,In0.3Ga0.7As1,,13.41
1682,1682,In0.51Ga0.49P1,,11.8
1684,1684,In0.19Ga0.81Sb1,,16.0
1685,1685,TeSe,mp-1217322.cif,0.3725
1686,1686,In0.53Ga0.47As1,,12.921428571428573
1687,1687,In0.093Ga0.906As0.968N0.031,,9.72
1688,1688,In0.156Ga0.843As0.937N0.062,,9.78
1689,1689,In0.25Ga0.75As0.906N0.093,,9.83
1690,1690,Ca1Nb0.5Fe0.5O3,,1.5
1694,1694,In0.8Ga0.2As1,,14.5528
1695,1695,Ca0.8Sm0.4,,23.0
1697,1697,Mn27Fe(C6I)2,,0.9978
1698,1698,Mn27Fe(C4I)3,,0.9982
1700,1700,Mn27VFeC12,,0.9982
1701,1701,Sr2MnFe12NiO22,,0.0757999999999999
1702,1702,CS615,,1.5
1703,1703,VWC,,20.0
1704,1704,TmAlO3,mp-756281.cif,16.0
1707,1707,AlN34,,10.5
1708,1708,ZnO32,,5.25
1709,1709,InSe9,,21.42
1710,1710,In2(TeSe5)3,,20.42
1711,1711,Zn3In2Se15,,13.3
1712,1712,CeAlPO,,76.15724
1713,1713,In4SbSe15,,33.3
1714,1714,In3Sb2Se15,,42.5
1718,1718,BaCo,,33.0
1719,1719,BaZn,mp-902.cif,35.0
1720,1720,BaNi,,31.0
1721,1721,C11O,,3.01
1722,1722,SiPt,mp-696.cif,450.0
1724,1724,CaF,mp-1183545.cif,2.0
1725,1725,K2O,mp-1223784.cif,6.09
1727,1727,BaTiP3H15(C2O)9,,19.4
1730,1730,Ba0.85Ca0.15Zr0.1Ti0.9O3,,2000.0
1733,1733,Ba0.84Sr0.01Ca0.15Zr0.09Ti0.9Sn0.01O3,,4200.0
1734,1734,Nd0.15Fe1Bi0.85O3,,140.0
1735,1735,Na0.5La0.5Ti4Bi4O15,,157.0
1736,1736,CaTi4Bi4O15,,145.0
1739,1739,Ba0.37Sr0.63Nb2O6,,4579.0
1741,1741,Ba0.425Sr0.425Ca0.15Nb2O6,,933.0
1745,1745,Ba1.6Na2Sr2.4Nb10O30,,180.0
1746,1746,Ba1.05Na2Sr2.8La0.1Nb10O30,,430.0
1747,1747,Ba1.45Na2Sr2.4Pr0.1Nb10O30,,564.0
1748,1748,Ba1.45Na2Sr2.4Nd0.1Nb10O30,,350.0
1749,1749,Ba0.66Sr0.34Ti1O3,,487.0
1751,1751,Ba1Ti0.85Sn0.15O3,,930.0
1753,1753,BiBrO,mp-23072.cif,6.416666666666667
1755,1755,Bi1Br0.5Cl0.5O1,,5.48
1756,1756,Bi1I0.5Cl0.5O1,,6.776666666666666
1757,1757,Bi1I0.5Br0.5O1,,7.196666666666666
1758,1758,H2N,,1.0
1760,1760,AlCuO2,mp-3748.cif,10.0
1762,1762,In2SnO5,,3.34
1766,1766,ZrFeO3,,3.71
1767,1767,Ba1Fe1O2.5,,25.0
